"environment"	"difficulty"	"option.order"	"trial"	"a"	"b"	"c"
"4131"	"dynamic"	"hard"	"bmg"	173	5	11	-77
"4155"	"dynamic"	"hard"	"bmg"	174	-23	21	-7
"4179"	"dynamic"	"hard"	"bmg"	175	53	-25	-10
"4203"	"dynamic"	"hard"	"bmg"	176	-10	-6	-23
"4227"	"dynamic"	"hard"	"bmg"	177	-84	16	29
"4251"	"dynamic"	"hard"	"bmg"	178	45	11	33
"4275"	"dynamic"	"hard"	"bmg"	179	31	-19	-12
"4299"	"dynamic"	"hard"	"bmg"	180	16	-27	10
"4323"	"dynamic"	"hard"	"bmg"	181	36	25	-12
"4347"	"dynamic"	"hard"	"bmg"	182	34	-8	59
"4371"	"dynamic"	"hard"	"bmg"	183	17	-12	-25
"4395"	"dynamic"	"hard"	"bmg"	184	27	99	-56
"4419"	"dynamic"	"hard"	"bmg"	185	-6	-11	3
"4443"	"dynamic"	"hard"	"bmg"	186	-7	2	-23
"4467"	"dynamic"	"hard"	"bmg"	187	-10	-16	-17
"4491"	"dynamic"	"hard"	"bmg"	188	-52	4	35
"4515"	"dynamic"	"hard"	"bmg"	189	40	30	4
"4539"	"dynamic"	"hard"	"bmg"	190	-7	-35	-22
"4563"	"dynamic"	"hard"	"bmg"	191	19	-3	37
"4587"	"dynamic"	"hard"	"bmg"	192	32	-10	-33
"4611"	"dynamic"	"hard"	"bmg"	193	-5	-8	29
"4635"	"dynamic"	"hard"	"bmg"	194	38	-25	-11
"4659"	"dynamic"	"hard"	"bmg"	195	-29	-8	-75
"4683"	"dynamic"	"hard"	"bmg"	196	-12	3	30
"4707"	"dynamic"	"hard"	"bmg"	197	9	1	-4
"4731"	"dynamic"	"hard"	"bmg"	198	59	-7	-22
"4755"	"dynamic"	"hard"	"bmg"	199	17	25	-61
"4779"	"dynamic"	"hard"	"bmg"	200	-17	5	7
"15"	"dynamic"	"hard"	"gbm"	1	-20	-28	-11
"39"	"dynamic"	"hard"	"gbm"	2	13	-20	-29
"63"	"dynamic"	"hard"	"gbm"	3	-25	-33	-22
"87"	"dynamic"	"hard"	"gbm"	4	-10	34	-20
"111"	"dynamic"	"hard"	"gbm"	5	2	-14	-20
"135"	"dynamic"	"hard"	"gbm"	6	0	6	-2
"159"	"dynamic"	"hard"	"gbm"	7	44	-66	-35
"183"	"dynamic"	"hard"	"gbm"	8	12	-31	-8
"207"	"dynamic"	"hard"	"gbm"	9	27	14	23
"231"	"dynamic"	"hard"	"gbm"	10	7	-32	-43
"255"	"dynamic"	"hard"	"gbm"	11	18	-8	-24
"279"	"dynamic"	"hard"	"gbm"	12	23	-49	27
"303"	"dynamic"	"hard"	"gbm"	13	31	-3	24
"327"	"dynamic"	"hard"	"gbm"	14	-24	2	0
"351"	"dynamic"	"hard"	"gbm"	15	11	-39	-52
"375"	"dynamic"	"hard"	"gbm"	16	-32	-1	-10
"399"	"dynamic"	"hard"	"gbm"	17	-38	21	-94
"423"	"dynamic"	"hard"	"gbm"	18	12	-4	14
"447"	"dynamic"	"hard"	"gbm"	19	-14	-4	49
"471"	"dynamic"	"hard"	"gbm"	20	24	-9	28
"495"	"dynamic"	"hard"	"gbm"	21	-19	26	16
"519"	"dynamic"	"hard"	"gbm"	22	8	16	13
"543"	"dynamic"	"hard"	"gbm"	23	-25	-26	63
"567"	"dynamic"	"hard"	"gbm"	24	16	28	37
"591"	"dynamic"	"hard"	"gbm"	25	18	-22	-18
"615"	"dynamic"	"hard"	"gbm"	26	25	-46	3
"639"	"dynamic"	"hard"	"gbm"	27	44	71	7
"663"	"dynamic"	"hard"	"gbm"	28	-45	21	-19
"687"	"dynamic"	"hard"	"gbm"	29	2	-10	-30
"711"	"dynamic"	"hard"	"gbm"	30	-9	21	24
"735"	"dynamic"	"hard"	"gbm"	31	-13	-27	31
"759"	"dynamic"	"hard"	"gbm"	32	18	3	22
"783"	"dynamic"	"hard"	"gbm"	33	-28	43	5
"807"	"dynamic"	"hard"	"gbm"	34	46	-23	47
"831"	"dynamic"	"hard"	"gbm"	35	-6	-5	-6
"855"	"dynamic"	"hard"	"gbm"	36	-3	-8	-33
"879"	"dynamic"	"hard"	"gbm"	37	-16	-22	-9
"903"	"dynamic"	"hard"	"gbm"	38	29	-8	-37
"927"	"dynamic"	"hard"	"gbm"	39	16	-5	-10
"951"	"dynamic"	"hard"	"gbm"	40	-40	-20	-6
"975"	"dynamic"	"hard"	"gbm"	41	6	-25	-15
"999"	"dynamic"	"hard"	"gbm"	42	-14	21	23
"1023"	"dynamic"	"hard"	"gbm"	43	18	-31	31
"1047"	"dynamic"	"hard"	"gbm"	44	15	15	7
"1071"	"dynamic"	"hard"	"gbm"	45	-38	-7	-23
"1095"	"dynamic"	"hard"	"gbm"	46	19	-52	-7
"1119"	"dynamic"	"hard"	"gbm"	47	-6	-21	30
"1143"	"dynamic"	"hard"	"gbm"	48	3	-39	6
"1167"	"dynamic"	"hard"	"gbm"	49	-62	-14	-35
"1191"	"dynamic"	"hard"	"gbm"	50	58	0	27
"1215"	"dynamic"	"hard"	"gbm"	51	35	-48	-15
"1239"	"dynamic"	"hard"	"gbm"	52	6	15	43
"1263"	"dynamic"	"hard"	"gbm"	53	-26	-11	21
"1287"	"dynamic"	"hard"	"gbm"	54	-6	-4	13
"1311"	"dynamic"	"hard"	"gbm"	55	55	-2	-57
"1335"	"dynamic"	"hard"	"gbm"	56	-25	-3	35
"1359"	"dynamic"	"hard"	"gbm"	57	31	52	-18
"1383"	"dynamic"	"hard"	"gbm"	58	17	-8	21
"1407"	"dynamic"	"hard"	"gbm"	59	0	-29	38
"1431"	"dynamic"	"hard"	"gbm"	60	1	24	-14
"1455"	"dynamic"	"hard"	"gbm"	61	12	20	-51
"1479"	"dynamic"	"hard"	"gbm"	62	24	-32	-43
"1503"	"dynamic"	"hard"	"gbm"	63	64	-1	-4
"1527"	"dynamic"	"hard"	"gbm"	64	8	35	-18
"1551"	"dynamic"	"hard"	"gbm"	65	12	-6	25
"1575"	"dynamic"	"hard"	"gbm"	66	-50	17	-48
"1599"	"dynamic"	"hard"	"gbm"	67	61	16	1
"1623"	"dynamic"	"hard"	"gbm"	68	-2	4	-24
"1647"	"dynamic"	"hard"	"gbm"	69	14	-37	-17
"1671"	"dynamic"	"hard"	"gbm"	70	-15	14	-1
"1695"	"dynamic"	"hard"	"gbm"	71	55	46	-24
"1719"	"dynamic"	"hard"	"gbm"	72	-8	41	-6
"1743"	"dynamic"	"hard"	"gbm"	73	0	-29	-48
"1767"	"dynamic"	"hard"	"gbm"	74	40	9	-41
"1791"	"dynamic"	"hard"	"gbm"	75	-1	22	11
"1815"	"dynamic"	"hard"	"gbm"	76	-1	6	44
"1839"	"dynamic"	"hard"	"gbm"	77	35	15	30
"1863"	"dynamic"	"hard"	"gbm"	78	65	27	16
"1887"	"dynamic"	"hard"	"gbm"	79	-12	20	49
"1911"	"dynamic"	"hard"	"gbm"	80	15	-80	0
"1935"	"dynamic"	"hard"	"gbm"	81	-9	0	10
"1959"	"dynamic"	"hard"	"gbm"	82	10	-6	-4
"1983"	"dynamic"	"hard"	"gbm"	83	17	33	8
"2007"	"dynamic"	"hard"	"gbm"	84	4	-17	17
"2031"	"dynamic"	"hard"	"gbm"	85	-14	0	-19
"2055"	"dynamic"	"hard"	"gbm"	86	32	13	-13
"2079"	"dynamic"	"hard"	"gbm"	87	-7	55	57
"2103"	"dynamic"	"hard"	"gbm"	88	-34	-5	-11
"2127"	"dynamic"	"hard"	"gbm"	89	0	-38	21
"2151"	"dynamic"	"hard"	"gbm"	90	20	-23	44
"2175"	"dynamic"	"hard"	"gbm"	91	34	10	-69
"2199"	"dynamic"	"hard"	"gbm"	92	-31	-17	11
"2223"	"dynamic"	"hard"	"gbm"	93	14	-63	-41
"2247"	"dynamic"	"hard"	"gbm"	94	-5	-19	12
"2271"	"dynamic"	"hard"	"gbm"	95	42	-17	-5
"2295"	"dynamic"	"hard"	"gbm"	96	1	-17	45
"2319"	"dynamic"	"hard"	"gbm"	97	-16	-27	10
"2343"	"dynamic"	"hard"	"gbm"	98	-44	9	33
"2367"	"dynamic"	"hard"	"gbm"	99	-17	-44	8
"2391"	"dynamic"	"hard"	"gbm"	100	17	-9	25
"2415"	"dynamic"	"hard"	"gbm"	101	-36	14	12
"2439"	"dynamic"	"hard"	"gbm"	102	6	-18	5
"2463"	"dynamic"	"hard"	"gbm"	103	28	-17	0
"2487"	"dynamic"	"hard"	"gbm"	104	11	3	53
"2511"	"dynamic"	"hard"	"gbm"	105	7	27	55
"2535"	"dynamic"	"hard"	"gbm"	106	49	3	-32
"2559"	"dynamic"	"hard"	"gbm"	107	23	6	-8
"2583"	"dynamic"	"hard"	"gbm"	108	46	-5	-25
"2607"	"dynamic"	"hard"	"gbm"	109	-31	-86	2
"2631"	"dynamic"	"hard"	"gbm"	110	-28	13	1
"2655"	"dynamic"	"hard"	"gbm"	111	4	29	-53
"2679"	"dynamic"	"hard"	"gbm"	112	-11	30	-30
"2703"	"dynamic"	"hard"	"gbm"	113	-43	4	-25
"2727"	"dynamic"	"hard"	"gbm"	114	65	4	-81
"2751"	"dynamic"	"hard"	"gbm"	115	-19	1	10
"2775"	"dynamic"	"hard"	"gbm"	116	7	2	20
"2799"	"dynamic"	"hard"	"gbm"	117	-19	22	-1
"2823"	"dynamic"	"hard"	"gbm"	118	-9	51	-29
"2847"	"dynamic"	"hard"	"gbm"	119	-38	-4	-30
"2871"	"dynamic"	"hard"	"gbm"	120	31	-10	33
"2895"	"dynamic"	"hard"	"gbm"	121	38	-15	-15
"2919"	"dynamic"	"hard"	"gbm"	122	-48	18	44
"2943"	"dynamic"	"hard"	"gbm"	123	32	12	-11
"2967"	"dynamic"	"hard"	"gbm"	124	6	-35	34
"2991"	"dynamic"	"hard"	"gbm"	125	8	75	-72
"3015"	"dynamic"	"hard"	"gbm"	126	-37	9	-36
"3039"	"dynamic"	"hard"	"gbm"	127	0	32	20
"3063"	"dynamic"	"hard"	"gbm"	128	-5	17	56
"3087"	"dynamic"	"hard"	"gbm"	129	-19	38	-37
"3111"	"dynamic"	"hard"	"gbm"	130	23	5	37
"3135"	"dynamic"	"hard"	"gbm"	131	-63	28	-46
"3159"	"dynamic"	"hard"	"gbm"	132	-25	-3	-43
"3183"	"dynamic"	"hard"	"gbm"	133	11	21	59
"3207"	"dynamic"	"hard"	"gbm"	134	-68	-41	-7
"3231"	"dynamic"	"hard"	"gbm"	135	-58	-70	22
"3255"	"dynamic"	"hard"	"gbm"	136	-49	18	-10
"3279"	"dynamic"	"hard"	"gbm"	137	20	22	41
"3303"	"dynamic"	"hard"	"gbm"	138	28	36	27
"3327"	"dynamic"	"hard"	"gbm"	139	-23	-25	49
"3351"	"dynamic"	"hard"	"gbm"	140	-27	-16	-16
"3375"	"dynamic"	"hard"	"gbm"	141	16	19	18
"3399"	"dynamic"	"hard"	"gbm"	142	32	43	48
"3423"	"dynamic"	"hard"	"gbm"	143	2	-41	-38
"3447"	"dynamic"	"hard"	"gbm"	144	-1	-52	-10
"3471"	"dynamic"	"hard"	"gbm"	145	10	15	0
"3495"	"dynamic"	"hard"	"gbm"	146	-6	-56	-28
"3519"	"dynamic"	"hard"	"gbm"	147	-30	31	1
"3543"	"dynamic"	"hard"	"gbm"	148	6	4	-4
"3567"	"dynamic"	"hard"	"gbm"	149	-32	0	-22
"3591"	"dynamic"	"hard"	"gbm"	150	-7	5	13
"3615"	"dynamic"	"hard"	"gbm"	151	30	-19	3
"3639"	"dynamic"	"hard"	"gbm"	152	22	16	32
"3663"	"dynamic"	"hard"	"gbm"	153	-43	15	-11
"3687"	"dynamic"	"hard"	"gbm"	154	11	40	1
"3711"	"dynamic"	"hard"	"gbm"	155	47	-16	25
"3735"	"dynamic"	"hard"	"gbm"	156	-8	4	4
"3759"	"dynamic"	"hard"	"gbm"	157	12	-58	-5
"3783"	"dynamic"	"hard"	"gbm"	158	-40	32	-25
"3807"	"dynamic"	"hard"	"gbm"	159	-52	59	0
"3831"	"dynamic"	"hard"	"gbm"	160	-46	43	-19
"3855"	"dynamic"	"hard"	"gbm"	161	-9	5	-63
"3879"	"dynamic"	"hard"	"gbm"	162	-25	15	29
"3903"	"dynamic"	"hard"	"gbm"	163	-5	-46	-51
"3927"	"dynamic"	"hard"	"gbm"	164	29	30	-27
"3951"	"dynamic"	"hard"	"gbm"	165	-20	-6	30
"3975"	"dynamic"	"hard"	"gbm"	166	8	-3	6
"3999"	"dynamic"	"hard"	"gbm"	167	31	-1	-19
"4023"	"dynamic"	"hard"	"gbm"	168	13	3	26
"4047"	"dynamic"	"hard"	"gbm"	169	-4	-24	53
"4071"	"dynamic"	"hard"	"gbm"	170	-34	15	1
"4095"	"dynamic"	"hard"	"gbm"	171	-7	39	-21
"4119"	"dynamic"	"hard"	"gbm"	172	24	-24	42
"4143"	"dynamic"	"hard"	"gbm"	173	-77	5	11
"4167"	"dynamic"	"hard"	"gbm"	174	-7	-23	21
"4191"	"dynamic"	"hard"	"gbm"	175	-10	53	-25
"4215"	"dynamic"	"hard"	"gbm"	176	-23	-10	-6
"4239"	"dynamic"	"hard"	"gbm"	177	29	-84	16
"4263"	"dynamic"	"hard"	"gbm"	178	33	45	11
"4287"	"dynamic"	"hard"	"gbm"	179	-12	31	-19
"4311"	"dynamic"	"hard"	"gbm"	180	10	16	-27
"4335"	"dynamic"	"hard"	"gbm"	181	-12	36	25
"4359"	"dynamic"	"hard"	"gbm"	182	59	34	-8
"4383"	"dynamic"	"hard"	"gbm"	183	-25	17	-12
"4407"	"dynamic"	"hard"	"gbm"	184	-56	27	99
"4431"	"dynamic"	"hard"	"gbm"	185	3	-6	-11
"4455"	"dynamic"	"hard"	"gbm"	186	-23	-7	2
"4479"	"dynamic"	"hard"	"gbm"	187	-17	-10	-16
"4503"	"dynamic"	"hard"	"gbm"	188	35	-52	4
"4527"	"dynamic"	"hard"	"gbm"	189	4	40	30
"4551"	"dynamic"	"hard"	"gbm"	190	-22	-7	-35
"4575"	"dynamic"	"hard"	"gbm"	191	37	19	-3
"4599"	"dynamic"	"hard"	"gbm"	192	-33	32	-10
"4623"	"dynamic"	"hard"	"gbm"	193	29	-5	-8
"4647"	"dynamic"	"hard"	"gbm"	194	-11	38	-25
"4671"	"dynamic"	"hard"	"gbm"	195	-75	-29	-8
"4695"	"dynamic"	"hard"	"gbm"	196	30	-12	3
"4719"	"dynamic"	"hard"	"gbm"	197	-4	9	1
"4743"	"dynamic"	"hard"	"gbm"	198	-22	59	-7
"4767"	"dynamic"	"hard"	"gbm"	199	-61	17	25
"4791"	"dynamic"	"hard"	"gbm"	200	7	-17	5
"11"	"dynamic"	"hard"	"gmb"	1	-20	-11	-28
"35"	"dynamic"	"hard"	"gmb"	2	13	-29	-20
"59"	"dynamic"	"hard"	"gmb"	3	-25	-22	-33
"83"	"dynamic"	"hard"	"gmb"	4	-10	-20	34
"107"	"dynamic"	"hard"	"gmb"	5	2	-20	-14
"131"	"dynamic"	"hard"	"gmb"	6	0	-2	6
"155"	"dynamic"	"hard"	"gmb"	7	44	-35	-66
"179"	"dynamic"	"hard"	"gmb"	8	12	-8	-31
"203"	"dynamic"	"hard"	"gmb"	9	27	23	14
"227"	"dynamic"	"hard"	"gmb"	10	7	-43	-32
"251"	"dynamic"	"hard"	"gmb"	11	18	-24	-8
"275"	"dynamic"	"hard"	"gmb"	12	23	27	-49
"299"	"dynamic"	"hard"	"gmb"	13	31	24	-3
"323"	"dynamic"	"hard"	"gmb"	14	-24	0	2
"347"	"dynamic"	"hard"	"gmb"	15	11	-52	-39
"371"	"dynamic"	"hard"	"gmb"	16	-32	-10	-1
"395"	"dynamic"	"hard"	"gmb"	17	-38	-94	21
"419"	"dynamic"	"hard"	"gmb"	18	12	14	-4
"443"	"dynamic"	"hard"	"gmb"	19	-14	49	-4
"467"	"dynamic"	"hard"	"gmb"	20	24	28	-9
"491"	"dynamic"	"hard"	"gmb"	21	-19	16	26
"515"	"dynamic"	"hard"	"gmb"	22	8	13	16
"539"	"dynamic"	"hard"	"gmb"	23	-25	63	-26
"563"	"dynamic"	"hard"	"gmb"	24	16	37	28
"587"	"dynamic"	"hard"	"gmb"	25	18	-18	-22
"611"	"dynamic"	"hard"	"gmb"	26	25	3	-46
"635"	"dynamic"	"hard"	"gmb"	27	44	7	71
"659"	"dynamic"	"hard"	"gmb"	28	-45	-19	21
"683"	"dynamic"	"hard"	"gmb"	29	2	-30	-10
"707"	"dynamic"	"hard"	"gmb"	30	-9	24	21
"731"	"dynamic"	"hard"	"gmb"	31	-13	31	-27
"755"	"dynamic"	"hard"	"gmb"	32	18	22	3
"779"	"dynamic"	"hard"	"gmb"	33	-28	5	43
"803"	"dynamic"	"hard"	"gmb"	34	46	47	-23
"827"	"dynamic"	"hard"	"gmb"	35	-6	-6	-5
"851"	"dynamic"	"hard"	"gmb"	36	-3	-33	-8
"875"	"dynamic"	"hard"	"gmb"	37	-16	-9	-22
"899"	"dynamic"	"hard"	"gmb"	38	29	-37	-8
"923"	"dynamic"	"hard"	"gmb"	39	16	-10	-5
"947"	"dynamic"	"hard"	"gmb"	40	-40	-6	-20
"971"	"dynamic"	"hard"	"gmb"	41	6	-15	-25
"995"	"dynamic"	"hard"	"gmb"	42	-14	23	21
"1019"	"dynamic"	"hard"	"gmb"	43	18	31	-31
"1043"	"dynamic"	"hard"	"gmb"	44	15	7	15
"1067"	"dynamic"	"hard"	"gmb"	45	-38	-23	-7
"1091"	"dynamic"	"hard"	"gmb"	46	19	-7	-52
"1115"	"dynamic"	"hard"	"gmb"	47	-6	30	-21
"1139"	"dynamic"	"hard"	"gmb"	48	3	6	-39
"1163"	"dynamic"	"hard"	"gmb"	49	-62	-35	-14
"1187"	"dynamic"	"hard"	"gmb"	50	58	27	0
"1211"	"dynamic"	"hard"	"gmb"	51	35	-15	-48
"1235"	"dynamic"	"hard"	"gmb"	52	6	43	15
"1259"	"dynamic"	"hard"	"gmb"	53	-26	21	-11
"1283"	"dynamic"	"hard"	"gmb"	54	-6	13	-4
"1307"	"dynamic"	"hard"	"gmb"	55	55	-57	-2
"1331"	"dynamic"	"hard"	"gmb"	56	-25	35	-3
"1355"	"dynamic"	"hard"	"gmb"	57	31	-18	52
"1379"	"dynamic"	"hard"	"gmb"	58	17	21	-8
"1403"	"dynamic"	"hard"	"gmb"	59	0	38	-29
"1427"	"dynamic"	"hard"	"gmb"	60	1	-14	24
"1451"	"dynamic"	"hard"	"gmb"	61	12	-51	20
"1475"	"dynamic"	"hard"	"gmb"	62	24	-43	-32
"1499"	"dynamic"	"hard"	"gmb"	63	64	-4	-1
"1523"	"dynamic"	"hard"	"gmb"	64	8	-18	35
"1547"	"dynamic"	"hard"	"gmb"	65	12	25	-6
"1571"	"dynamic"	"hard"	"gmb"	66	-50	-48	17
"1595"	"dynamic"	"hard"	"gmb"	67	61	1	16
"1619"	"dynamic"	"hard"	"gmb"	68	-2	-24	4
"1643"	"dynamic"	"hard"	"gmb"	69	14	-17	-37
"1667"	"dynamic"	"hard"	"gmb"	70	-15	-1	14
"1691"	"dynamic"	"hard"	"gmb"	71	55	-24	46
"1715"	"dynamic"	"hard"	"gmb"	72	-8	-6	41
"1739"	"dynamic"	"hard"	"gmb"	73	0	-48	-29
"1763"	"dynamic"	"hard"	"gmb"	74	40	-41	9
"1787"	"dynamic"	"hard"	"gmb"	75	-1	11	22
"1811"	"dynamic"	"hard"	"gmb"	76	-1	44	6
"1835"	"dynamic"	"hard"	"gmb"	77	35	30	15
"1859"	"dynamic"	"hard"	"gmb"	78	65	16	27
"1883"	"dynamic"	"hard"	"gmb"	79	-12	49	20
"1907"	"dynamic"	"hard"	"gmb"	80	15	0	-80
"1931"	"dynamic"	"hard"	"gmb"	81	-9	10	0
"1955"	"dynamic"	"hard"	"gmb"	82	10	-4	-6
"1979"	"dynamic"	"hard"	"gmb"	83	17	8	33
"2003"	"dynamic"	"hard"	"gmb"	84	4	17	-17
"2027"	"dynamic"	"hard"	"gmb"	85	-14	-19	0
"2051"	"dynamic"	"hard"	"gmb"	86	32	-13	13
"2075"	"dynamic"	"hard"	"gmb"	87	-7	57	55
"2099"	"dynamic"	"hard"	"gmb"	88	-34	-11	-5
"2123"	"dynamic"	"hard"	"gmb"	89	0	21	-38
"2147"	"dynamic"	"hard"	"gmb"	90	20	44	-23
"2171"	"dynamic"	"hard"	"gmb"	91	34	-69	10
"2195"	"dynamic"	"hard"	"gmb"	92	-31	11	-17
"2219"	"dynamic"	"hard"	"gmb"	93	14	-41	-63
"2243"	"dynamic"	"hard"	"gmb"	94	-5	12	-19
"2267"	"dynamic"	"hard"	"gmb"	95	42	-5	-17
"2291"	"dynamic"	"hard"	"gmb"	96	1	45	-17
"2315"	"dynamic"	"hard"	"gmb"	97	-16	10	-27
"2339"	"dynamic"	"hard"	"gmb"	98	-44	33	9
"2363"	"dynamic"	"hard"	"gmb"	99	-17	8	-44
"2387"	"dynamic"	"hard"	"gmb"	100	17	25	-9
"2411"	"dynamic"	"hard"	"gmb"	101	-36	12	14
"2435"	"dynamic"	"hard"	"gmb"	102	6	5	-18
"2459"	"dynamic"	"hard"	"gmb"	103	28	0	-17
"2483"	"dynamic"	"hard"	"gmb"	104	11	53	3
"2507"	"dynamic"	"hard"	"gmb"	105	7	55	27
"2531"	"dynamic"	"hard"	"gmb"	106	49	-32	3
"2555"	"dynamic"	"hard"	"gmb"	107	23	-8	6
"2579"	"dynamic"	"hard"	"gmb"	108	46	-25	-5
"2603"	"dynamic"	"hard"	"gmb"	109	-31	2	-86
"2627"	"dynamic"	"hard"	"gmb"	110	-28	1	13
"2651"	"dynamic"	"hard"	"gmb"	111	4	-53	29
"2675"	"dynamic"	"hard"	"gmb"	112	-11	-30	30
"2699"	"dynamic"	"hard"	"gmb"	113	-43	-25	4
"2723"	"dynamic"	"hard"	"gmb"	114	65	-81	4
"2747"	"dynamic"	"hard"	"gmb"	115	-19	10	1
"2771"	"dynamic"	"hard"	"gmb"	116	7	20	2
"2795"	"dynamic"	"hard"	"gmb"	117	-19	-1	22
"2819"	"dynamic"	"hard"	"gmb"	118	-9	-29	51
"2843"	"dynamic"	"hard"	"gmb"	119	-38	-30	-4
"2867"	"dynamic"	"hard"	"gmb"	120	31	33	-10
"2891"	"dynamic"	"hard"	"gmb"	121	38	-15	-15
"2915"	"dynamic"	"hard"	"gmb"	122	-48	44	18
"2939"	"dynamic"	"hard"	"gmb"	123	32	-11	12
"2963"	"dynamic"	"hard"	"gmb"	124	6	34	-35
"2987"	"dynamic"	"hard"	"gmb"	125	8	-72	75
"3011"	"dynamic"	"hard"	"gmb"	126	-37	-36	9
"3035"	"dynamic"	"hard"	"gmb"	127	0	20	32
"3059"	"dynamic"	"hard"	"gmb"	128	-5	56	17
"3083"	"dynamic"	"hard"	"gmb"	129	-19	-37	38
"3107"	"dynamic"	"hard"	"gmb"	130	23	37	5
"3131"	"dynamic"	"hard"	"gmb"	131	-63	-46	28
"3155"	"dynamic"	"hard"	"gmb"	132	-25	-43	-3
"3179"	"dynamic"	"hard"	"gmb"	133	11	59	21
"3203"	"dynamic"	"hard"	"gmb"	134	-68	-7	-41
"3227"	"dynamic"	"hard"	"gmb"	135	-58	22	-70
"3251"	"dynamic"	"hard"	"gmb"	136	-49	-10	18
"3275"	"dynamic"	"hard"	"gmb"	137	20	41	22
"3299"	"dynamic"	"hard"	"gmb"	138	28	27	36
"3323"	"dynamic"	"hard"	"gmb"	139	-23	49	-25
"3347"	"dynamic"	"hard"	"gmb"	140	-27	-16	-16
"3371"	"dynamic"	"hard"	"gmb"	141	16	18	19
"3395"	"dynamic"	"hard"	"gmb"	142	32	48	43
"3419"	"dynamic"	"hard"	"gmb"	143	2	-38	-41
"3443"	"dynamic"	"hard"	"gmb"	144	-1	-10	-52
"3467"	"dynamic"	"hard"	"gmb"	145	10	0	15
"3491"	"dynamic"	"hard"	"gmb"	146	-6	-28	-56
"3515"	"dynamic"	"hard"	"gmb"	147	-30	1	31
"3539"	"dynamic"	"hard"	"gmb"	148	6	-4	4
"3563"	"dynamic"	"hard"	"gmb"	149	-32	-22	0
"3587"	"dynamic"	"hard"	"gmb"	150	-7	13	5
"3611"	"dynamic"	"hard"	"gmb"	151	30	3	-19
"3635"	"dynamic"	"hard"	"gmb"	152	22	32	16
"3659"	"dynamic"	"hard"	"gmb"	153	-43	-11	15
"3683"	"dynamic"	"hard"	"gmb"	154	11	1	40
"3707"	"dynamic"	"hard"	"gmb"	155	47	25	-16
"3731"	"dynamic"	"hard"	"gmb"	156	-8	4	4
"3755"	"dynamic"	"hard"	"gmb"	157	12	-5	-58
"3779"	"dynamic"	"hard"	"gmb"	158	-40	-25	32
"3803"	"dynamic"	"hard"	"gmb"	159	-52	0	59
"3827"	"dynamic"	"hard"	"gmb"	160	-46	-19	43
"3851"	"dynamic"	"hard"	"gmb"	161	-9	-63	5
"3875"	"dynamic"	"hard"	"gmb"	162	-25	29	15
"3899"	"dynamic"	"hard"	"gmb"	163	-5	-51	-46
"3923"	"dynamic"	"hard"	"gmb"	164	29	-27	30
"3947"	"dynamic"	"hard"	"gmb"	165	-20	30	-6
"3971"	"dynamic"	"hard"	"gmb"	166	8	6	-3
"3995"	"dynamic"	"hard"	"gmb"	167	31	-19	-1
"4019"	"dynamic"	"hard"	"gmb"	168	13	26	3
"4043"	"dynamic"	"hard"	"gmb"	169	-4	53	-24
"4067"	"dynamic"	"hard"	"gmb"	170	-34	1	15
"4091"	"dynamic"	"hard"	"gmb"	171	-7	-21	39
"4115"	"dynamic"	"hard"	"gmb"	172	24	42	-24
"4139"	"dynamic"	"hard"	"gmb"	173	-77	11	5
"4163"	"dynamic"	"hard"	"gmb"	174	-7	21	-23
"4187"	"dynamic"	"hard"	"gmb"	175	-10	-25	53
"4211"	"dynamic"	"hard"	"gmb"	176	-23	-6	-10
"4235"	"dynamic"	"hard"	"gmb"	177	29	16	-84
"4259"	"dynamic"	"hard"	"gmb"	178	33	11	45
"4283"	"dynamic"	"hard"	"gmb"	179	-12	-19	31
"4307"	"dynamic"	"hard"	"gmb"	180	10	-27	16
"4331"	"dynamic"	"hard"	"gmb"	181	-12	25	36
"4355"	"dynamic"	"hard"	"gmb"	182	59	-8	34
"4379"	"dynamic"	"hard"	"gmb"	183	-25	-12	17
"4403"	"dynamic"	"hard"	"gmb"	184	-56	99	27
"4427"	"dynamic"	"hard"	"gmb"	185	3	-11	-6
"4451"	"dynamic"	"hard"	"gmb"	186	-23	2	-7
"4475"	"dynamic"	"hard"	"gmb"	187	-17	-16	-10
"4499"	"dynamic"	"hard"	"gmb"	188	35	4	-52
"4523"	"dynamic"	"hard"	"gmb"	189	4	30	40
"4547"	"dynamic"	"hard"	"gmb"	190	-22	-35	-7
"4571"	"dynamic"	"hard"	"gmb"	191	37	-3	19
"4595"	"dynamic"	"hard"	"gmb"	192	-33	-10	32
"4619"	"dynamic"	"hard"	"gmb"	193	29	-8	-5
"4643"	"dynamic"	"hard"	"gmb"	194	-11	-25	38
"4667"	"dynamic"	"hard"	"gmb"	195	-75	-8	-29
"4691"	"dynamic"	"hard"	"gmb"	196	30	3	-12
"4715"	"dynamic"	"hard"	"gmb"	197	-4	1	9
"4739"	"dynamic"	"hard"	"gmb"	198	-22	-7	59
"4763"	"dynamic"	"hard"	"gmb"	199	-61	25	17
"4787"	"dynamic"	"hard"	"gmb"	200	7	5	-17
"23"	"dynamic"	"hard"	"mbg"	1	-11	-28	-20
"47"	"dynamic"	"hard"	"mbg"	2	-29	-20	13
"71"	"dynamic"	"hard"	"mbg"	3	-22	-33	-25
"95"	"dynamic"	"hard"	"mbg"	4	-20	34	-10
